"","Store","Gender","Revenue"
"1","Store A","Male",2996.90312518161
"2","Store A","Male",3010.923107212
"3","Store A","Male",2999.18619183536
"4","Store A","Male",3009.28801997512
"5","Store A","Male",2999.34667882889
"6","Store A","Male",3008.40364826618
"7","Store A","Male",2997.61682558396
"8","Store A","Male",2992.88325268699
"9","Store A","Male",3005.35521573818
"10","Store A","Male",3000.72280167819
"11","Store A","Male",2988.42030520446
"12","Store A","Male",3000.82119779995
"13","Store A","Male",2994.10889320376
"14","Store A","Male",3019.47404612406
"15","Store A","Male",3007.1910773115
"16","Store A","Male",3001.59100792471
"17","Store A","Male",3005.13947739345
"18","Store A","Male",3004.98684287489
"19","Store A","Male",2983.20838750493
"20","Store A","Male",2987.23953783542
"21","Store A","Male",2979.69427942422
"22","Store A","Male",2996.50956551293
"23","Store A","Male",3010.60672581967
"24","Store A","Male",3000.97592895543
"25","Store A","Male",3016.86176513396
"26","Store A","Male",2973.7593524874
"27","Store A","Male",2996.49363793671
"28","Store A","Male",2999.57681317819
"29","Store A","Male",3004.63443212715
"30","Store A","Male",2972.56361864435
"31","Store A","Male",3001.02397367553
"32","Store A","Male",2991.98956479231
"33","Store A","Male",3006.35931744171
"34","Store A","Male",3013.23890096587
"35","Store A","Male",2992.93446980033
"36","Store A","Male",3003.20179132642
"37","Store A","Male",2994.49922505324
"38","Store A","Male",3003.73065114338
"39","Store A","Male",2998.50178750883
"40","Store A","Male",2994.51592839493
"41","Store A","Male",2993.51271242472
"42","Store A","Male",2996.13953701242
"43","Store A","Male",3006.94744960427
"44","Store A","Male",2992.4417633211
"45","Store A","Male",3003.91193193172
"46","Store A","Male",2982.39843553777
"47","Store A","Male",2988.9482953006
"48","Store A","Male",3006.68001383332
"49","Store A","Male",2994.42597931218
"50","Store A","Male",3008.35855536627
"51","Store A","Female",990.958297435123
"52","Store A","Female",990.500195073563
"53","Store A","Female",1002.22343347233
"54","Store A","Female",999.612461768309
"55","Store A","Female",991.850020855805
"56","Store A","Female",1013.39911778514
"57","Store A","Female",985.205632887598
"58","Store A","Female",996.438068865191
"59","Store A","Female",993.970903843077
"60","Store A","Female",998.929380752175
"61","Store A","Female",1009.36727716755
"62","Store A","Female",990.259608474537
"63","Store A","Female",995.253691047385
"64","Store A","Female",994.095318860594
"65","Store A","Female",989.410972519551
"66","Store A","Female",1002.45179822968
"67","Store A","Female",991.573452507308
"68","Store A","Female",1009.97943924433
"69","Store A","Female",989.329660899208
"70","Store A","Female",1007.27595022042
"71","Store A","Female",997.237174256603
"72","Store A","Female",984.366537111686
"73","Store A","Female",992.481714339585
"74","Store A","Female",1000.34536820845
"75","Store A","Female",997.439264466631
"76","Store A","Female",986.570445828656
"77","Store A","Female",1005.03061407272
"78","Store A","Female",999.382440588428
"79","Store A","Female",1004.50699019496
"80","Store A","Female",992.940584162966
"81","Store A","Female",988.521993127374
"82","Store A","Female",1005.05902303513
"83","Store A","Female",1001.44148828771
"84","Store A","Female",1005.03732171749
"85","Store A","Female",1017.83244196156
"86","Store A","Female",983.680438393635
"87","Store A","Female",988.377915112527
"88","Store A","Female",995.388299402811
"89","Store A","Female",993.206325618925
"90","Store A","Female",1014.15558861302
"91","Store A","Female",998.780890324805
"92","Store A","Female",1002.57779179905
"93","Store A","Female",1024.36117910847
"94","Store A","Female",997.181332337272
"95","Store A","Female",996.436718780313
"96","Store A","Female",994.301007735148
"97","Store A","Female",979.242005194911
"98","Store A","Female",988.457942309917
"99","Store A","Female",1010.76292487304
"100","Store A","Female",1003.70049002159
"101","Store B","Male",7001.071624172
"102","Store B","Male",7005.35216043626
"103","Store B","Male",7005.87849962608
"104","Store B","Male",7015.83784403895
"105","Store B","Male",6997.91506179377
"106","Store B","Male",7004.08723859425
"107","Store B","Male",7019.03900757599
"108","Store B","Male",7005.29284350831
"109","Store B","Male",7000.34118959125
"110","Store B","Male",7017.98910364249
"111","Store B","Male",6996.30838244465
"112","Store B","Male",7000.53787813041
"113","Store B","Male",7002.73547466747
"114","Store B","Male",6994.47507107997
"115","Store B","Male",7016.3322499953
"116","Store B","Male",7000.16847391177
"117","Store B","Male",7002.81789162543
"118","Store B","Male",6989.87492592351
"119","Store B","Male",6994.89267523526
"120","Store B","Male",7005.38380262655
"121","Store B","Male",6996.62643710035
"122","Store B","Male",7003.91686633587
"123","Store B","Male",7003.54359625054
"124","Store B","Male",6995.6583507234
"125","Store B","Male",6982.6527117891
"126","Store B","Male",6998.77305411176
"127","Store B","Male",7008.56476929023
"128","Store B","Male",6985.01029907107
"129","Store B","Male",6993.42852185519
"130","Store B","Male",7010.43159151
"131","Store B","Male",7004.64025301739
"132","Store B","Male",7020.15407855811
"133","Store B","Male",7008.29467242221
"134","Store B","Male",6987.28894851322
"135","Store B","Male",7000.68626751676
"136","Store B","Male",7001.99679692612
"137","Store B","Male",6998.23505583013
"138","Store B","Male",6978.25069569081
"139","Store B","Male",7016.00801565453
"140","Store B","Male",7002.42613764885
"141","Store B","Male",6993.60478733407
"142","Store B","Male",6994.34981114075
"143","Store B","Male",7003.27037864882
"144","Store B","Male",7004.17634794865
"145","Store B","Male",6975.46238923815
"146","Store B","Male",7003.03469658053
"147","Store B","Male",7005.10519473379
"148","Store B","Male",7009.95121197852
"149","Store B","Male",7004.88968950235
"150","Store B","Male",7014.85959153133
"151","Store B","Female",4991.16169618257
"152","Store B","Female",4999.18468548297
"153","Store B","Female",4992.94695823354
"154","Store B","Female",4995.94701088125
"155","Store B","Female",4990.58452140518
"156","Store B","Female",4996.20870606179
"157","Store B","Female",5004.3154673944
"158","Store B","Female",4995.9674088671
"159","Store B","Female",4993.40316917434
"160","Store B","Female",5003.91920868162
"161","Store B","Female",5012.02074414245
"162","Store B","Female",5017.16448582779
"163","Store B","Female",5006.19418718118
"164","Store B","Female",4989.75980298696
"165","Store B","Female",4994.95633404971
"166","Store B","Female",4997.71348482285
"167","Store B","Female",5005.06335986254
"168","Store B","Female",5019.09320226486
"169","Store B","Female",4995.02511360582
"170","Store B","Female",4988.67783558822
"171","Store B","Female",5016.69542506555
"172","Store B","Female",5010.70374560419
"173","Store B","Female",5013.6329219753
"174","Store B","Female",5010.18613248993
