"","x","y"
"1",8.34782414569663,2.7349217899192
"2",9.37452502178469,-0.197228589034975
"3",8.13962659130133,1.36729877957824
"4",8.56677371854776,7.38533162862439
"5",7.78033467366914,-1.30310211696463
"6",7.47484150146953,1.09328160756225
"7",8.97152734425639,3.81472020269969
"8",7.82492967529186,2.6413867638028
"9",8.55617607394533,0.697441289513232
"10",7.26587841884331,1.75189839928423
"11",8.15551341410366,-0.973283358405725
"12",10.0455639527233,3.85965594980053
"13",8.02730747918381,-1.07971671280333
"14",9.21493302653084,0.75055008939954
"15",8.34820071023643,0.292502443408185
"16",9.17929404370437,1.19463563373292
"17",8.21775760296375,1.28123606913857
"18",8.65832439241256,1.72242767140235
"19",9.59227197399784,4.60895003932703
"20",8.26849830408251,-0.960524033512904
"21",8.87038741771095,-1.9846752047723
"22",8.1356359070065,2.69847567572056
"23",6.01684184508478,5.13058785402819
"24",10.8659255104492,0.0451179143029514
"25",7.05951565579525,3.54152840480525
"26",7.70055300547352,-2.74081062293139
"27",6.5372338609233,4.53361599583091
"28",7.90369279130596,3.04395204277824
"29",8.83349578966462,2.75316574178596
"30",9.5015247582203,-1.26419889522407
"31",9.13074834403503,-3.1972279668333
"32",7.28967035804394,1.37653928164653
"33",9.78718063012996,3.80164857234947
"34",8.63280999124179,-0.0645881875704717
"35",8.99661160770954,0.482718971711638
"36",9.21115500789721,3.44395009031792
"37",6.79581909030722,5.22483802044071
"38",6.83086641314694,-0.348267506643543
"39",8.95525156614343,-6.99611998457213
"40",9.35383951352819,-0.441157113099638
"41",9.17092650463136,0.973603436788475
"42",8.89932952066553,-1.83585091846009
"43",7.44726945905276,3.93922423242085
"44",6.42014503637849,-3.20393955306246
"45",7.20086826097979,5.36683330072727
"46",7.28896950203379,2.29082152417419
"47",7.1661531495863,0.247975727550914
"48",8.43904206037878,8.09956182178651
"49",6.79601656319344,0.333370446606714
"50",8.26394731732306,2.74052408057257
"51",8.45931238252246,1.54741354271163
"52",8.03720162080717,1.88900849597551
"53",7.49699429811759,-2.96340928703776
"54",8.7175280445847,0.932279417174791
"55",8.43007016981829,5.95356233441041
"56",6.95480503068968,3.45928024746968
"57",7.89422018474052,0.515433001243166
"58",7.81568764806792,4.31490098262175
"59",7.21717417719743,2.95698402757262
"60",8.57266901149339,0.602582547532788
"61",7.76188281384671,3.70228732147741
"62",6.23561978473791,4.24453812722504
"63",6.67450342034932,8.7636760808672
"64",8.50839636764464,0.737738433489125
"65",7.9985493564951,3.06804411732844
"66",8.34701136588877,1.74166804555911
"67",8.29217557450892,1.29210777429279
"68",8.33317759313782,0.141325630024336
"69",7.25819453783266,-1.12846854892986
"70",8.68651140645928,-0.117123979061027
"71",7.18451427493551,0.0530484535287679
"72",7.08538876521255,0.0425907474337026
"73",8.19372725780887,3.48831358240037
"74",8.29950139464521,3.39500934779298
"75",8.55280401281394,2.31452410144354
"76",6.31666192075755,-0.921482461015364
"77",8.61328101096125,-0.635296256585388
"78",7.89624740471602,3.64742322667044
"79",7.80825848943419,1.99828356811561
"80",7.31954935805975,1.91111635956875
"81",8.67367616353448,2.93005248541844
"82",6.85748049416298,6.41174524482165
"83",6.13638973052192,0.203731141525787
"84",5.82654010991903,1.66451474379294
"85",7.19957923972436,1.06696300169623
"86",8.45679468989179,2.1885954705349
"87",9.12728340520487,1.46587194206257
"88",8.1391187578251,4.40315985027279
"89",8.82311320844872,-4.59826483104269
"90",8.8544524121914,-6.09766784444795
"91",8.50295007866439,5.12860976186407
"92",7.61863647661823,5.42353446851611
"93",8.46895118418959,4.42052891944723
"94",6.81877121765567,-2.46778864852844
"95",8.39727000183433,0.67494932230134
"96",7.73199552849134,-0.583846139009541
"97",8.13352311809531,2.36935163319077
"98",6.66475570735446,3.24052174217951
"99",7.77841309804098,-3.64862301056731
"100",6.92400993351801,0.178439749443757
