"","x","y"
"1",7.26621887284257,-0.201343381472298
"2",8.9542728294343,4.8628184883029
"3",7.63459533596821,0.903786007904632
"4",9.46008847301763,6.38026541905288
"5",7.16259774105479,-0.51220677683562
"6",8.3458953585067,3.03768607552009
"7",8.74656508932662,4.23969526797987
"8",8.07654550947481,2.22963652842444
"9",7.99907943437547,1.99723830312641
"10",7.62334477632289,0.870034328968656
"11",7.13508030362548,-0.594759089123558
"12",8.42297452188959,3.26892356566877
"13",6.64917916993835,-2.05246249018495
"14",8.84396230720411,4.53188692161234
"15",7.2730853781748,-0.1807438654756
"16",6.44122399019835,-2.67632802940495
"17",7.03752488585077,-0.887425342447701
"18",5.65076007123487,-5.04771978629539
"19",7.18618886244591,-0.441433412662271
"20",7.16514305903364,-0.504570822899086
"21",8.45258744616685,3.35776233850056
"22",8.01645470492485,2.04936411477456
"23",8.65598010147606,3.96794030442818
"24",8.53526888589222,3.60580665767667
"25",8.20945217911706,2.62835653735119
"26",8.84682440204344,4.54047320613033
"27",7.87604578410256,1.62813735230768
"28",8.57423804774642,3.72271414323925
"29",8.75553992159596,4.26661976478787
"30",7.01923928844112,-0.94228213467663
"31",7.69621913454096,1.08865740362287
"32",10.5744339405053,9.72330182151578
"33",8.13800787066019,2.41402361198057
"34",9.70658648452059,7.11975945356178
"35",7.43904012170724,0.317120365121734
"36",6.73588865434147,-1.79233403697559
"37",7.79226708699738,1.37680126099215
"38",8.5184325927927,3.55529777837809
"39",8.23781329933546,2.71343989800637
"40",9.166047927233,5.49814378169899
"41",7.42612262036024,0.278367861080712
"42",6.29290498539528,-3.12128504381417
"43",7.96706203492722,1.90118610478167
"44",6.97192661424153,-1.08422015727542
"45",7.788664722453,1.36599416735899
"46",8.07465515794366,2.22396547383097
"47",8.48664803113197,3.45994409339591
"48",7.18990140079311,-0.43029579762066
"49",8.42304728052475,3.26914184157424
"50",6.25129037752697,-3.2461288674191
"51",9.97880233112988,7.93640699338965
"52",7.71377421655432,1.14132264966297
"53",6.28982357546212,-3.13052927361363
"54",8.24706443237911,2.74119329713734
"55",9.09651359238761,5.28954077716282
"56",7.06167904515296,-0.814962864541108
"57",8.10822620101192,2.32467860303576
"58",7.8357781320935,1.50733439628049
"59",6.5657037659467,-2.30288870215989
"60",7.27180097960587,-0.184597061182401
"61",7.92703041890002,1.78109125670005
"62",8.16740664385624,2.50221993156871
"63",7.02620934744467,-0.921371957665976
"64",8.31722217244552,2.95166651733655
"65",7.46346794926003,0.390403847780085
"66",6.9536113324088,-1.13916600277361
"67",8.15106873233115,2.45320619699346
"68",8.31571766719568,2.94715300158703
"69",8.52293542790617,3.5688062837185
"70",7.19502490590113,-0.414925282296601
"71",8.3270262939243,2.98107888177289
"72",9.97664109728783,7.92992329186348
"73",7.17121434214341,-0.486356973569782
"74",8.46698065918344,3.40094197755031
"75",7.92832859791232,1.78498579373697
"76",8.25444244623332,2.76332733869996
"77",7.34749352124364,0.0424805637309209
"78",6.22107299703126,-3.33678100890622
"79",7.45985325055198,0.37955975165595
"80",8.0172139246821,2.0516417740463
"81",8.36972456362312,3.10917369086936
"82",8.41493744325857,3.24481232977571
"83",8.00823293299025,2.02469879897074
"84",8.17070047970534,2.51210143911603
"85",7.86708122458429,1.60124367375287
"86",7.85230759215657,1.55692277646971
"87",9.78903639882839,7.36710919648517
"88",7.22132331638965,-0.336030050831051
"89",9.13027437885992,5.39082313657976
"90",7.97286852446095,1.91860557338285
"91",8.83176351572695,4.49529054718085
"92",7.72505876044091,1.17517628132274
"93",8.24896399311793,2.74689197935379
"94",6.63697466633033,-2.089076001009
"95",8.25803573906913,2.77410721720739
"96",5.61058303781137,-5.16825088656589
"97",8.55554111716025,3.66662335148076
"98",8.03446122869263,2.1033836860779
"99",9.4201662218368,6.26049866551041
"100",7.63601682286632,0.908050468598956
