"","Store","Gender","Revenue"
"1","Store A","Male",4005.82302667342
"2","Store A","Male",3993.24273614606
"3","Store A","Male",3985.44625397307
"4","Store A","Male",4008.77252300165
"5","Store A","Male",4003.65536054745
"6","Store A","Male",3996.68432165129
"7","Store A","Male",4007.72135662326
"8","Store A","Male",3980.91350825368
"9","Store A","Male",4002.23057203523
"10","Store A","Male",3998.53157961463
"11","Store A","Male",3999.15247073108
"12","Store A","Male",4013.66793117449
"13","Store A","Male",3985.23901111802
"14","Store A","Male",3998.76345622471
"15","Store A","Male",4001.87399773632
"16","Store A","Male",4008.27007474515
"17","Store A","Male",4003.11627696951
"18","Store A","Male",4006.76878863739
"19","Store A","Male",4008.82272637808
"20","Store A","Male",3999.57856545754
"21","Store A","Male",3998.84584277518
"22","Store A","Male",3995.87707630408
"23","Store A","Male",3998.82011084426
"24","Store A","Male",4003.96748802371
"25","Store A","Male",4009.53045702127
"26","Store A","Male",4015.35709771766
"27","Store A","Male",3988.01020699536
"28","Store A","Male",4005.71131015872
"29","Store A","Male",3992.57012659754
"30","Store A","Male",4008.68351466105
"31","Store A","Male",3986.26887099528
"32","Store A","Male",3984.02193912881
"33","Store A","Male",3998.87586391086
"34","Store A","Male",3999.5198232595
"35","Store A","Male",3995.37510744234
"36","Store A","Male",4002.6315712114
"37","Store A","Male",4003.79729747551
"38","Store A","Male",3994.4895481543
"39","Store A","Male",3986.08068385694
"40","Store A","Male",4021.37296439927
"41","Store A","Male",4014.67818412697
"42","Store A","Male",3991.67989658303
"43","Store A","Male",4004.98393603591
"44","Store A","Male",3987.90578674662
"45","Store A","Male",4014.18596315542
"46","Store A","Male",4004.22012982813
"47","Store A","Male",4003.67123404269
"48","Store A","Male",3990.61099188686
"49","Store A","Male",4008.41181649894
"50","Store A","Male",4018.3915070798
"51","Store A","Female",4004.01527582422
"52","Store A","Female",4002.44187121829
"53","Store A","Female",4002.54362498081
"54","Store A","Female",4020.1970049019
"55","Store A","Female",4001.2746418916
"56","Store A","Female",4007.78746725009
"57","Store A","Female",3994.99074111951
"58","Store A","Female",3996.97290789645
"59","Store A","Female",3996.74974753349
"60","Store A","Female",4004.14117276651
"61","Store A","Female",3985.29553504391
"62","Store A","Female",4004.84929577897
"63","Store A","Female",3983.916353084
"64","Store A","Female",4005.33722638538
"65","Store A","Female",4019.50238434642
"66","Store A","Female",4005.85154302073
"67","Store A","Female",3993.85955708323
"68","Store A","Female",4013.0809056946
"69","Store A","Female",3999.08376458541
"70","Store A","Female",3990.04726718526
"71","Store A","Female",3998.36871134742
"72","Store A","Female",3995.71201458873
"73","Store A","Female",3990.6287540433
"74","Store A","Female",3999.61332893906
"75","Store A","Female",4007.70132888023
"76","Store A","Female",3997.27404266631
"77","Store A","Female",3994.68504246375
"78","Store A","Female",3997.36245285073
"79","Store A","Female",3999.63656404527
"80","Store A","Female",4014.54882639959
"81","Store A","Female",3993.20809508633
"82","Store A","Female",3984.28461072255
"83","Store A","Female",3995.5945177205
"84","Store A","Female",4004.31251306969
"85","Store A","Female",4001.64233757048
"86","Store A","Female",3991.82722781097
"87","Store A","Female",4007.29355629712
"88","Store A","Female",3995.5214341379
"89","Store A","Female",4010.78428832422
"90","Store A","Female",3995.92818719066
"91","Store A","Female",4005.02205557446
"92","Store A","Female",3976.546732532
"93","Store A","Female",4017.1050791949
"94","Store A","Female",4001.47890563578
"95","Store A","Female",4005.51610064818
"96","Store A","Female",4013.28803629978
"97","Store A","Female",4008.3439427282
"98","Store A","Female",3989.87656251989
"99","Store A","Female",3996.42961562467
"100","Store A","Female",4000.18697898595
"101","Store B","Male",982.473844243195
"102","Store B","Male",998.149922475568
"103","Store B","Male",984.325889630314
"104","Store B","Male",992.516768879575
"105","Store B","Male",1001.72901586149
"106","Store B","Male",994.846728062404
"107","Store B","Male",1000.98840720026
"108","Store B","Male",1005.63462079121
"109","Store B","Male",997.564316163946
"110","Store B","Male",1001.78256666368
"111","Store B","Male",997.573877891825
"112","Store B","Male",998.630333262143
