"","Store","Gender","Revenue"
"1","Store A","Male",999.323675919857
"2","Store A","Male",997.744489797736
"3","Store A","Male",999.605319418039
"4","Store A","Male",1003.79242326687
"5","Store A","Male",1007.15524919303
"6","Store A","Male",975.700662235113
"7","Store A","Male",1002.81601046751
"8","Store A","Male",983.716901024273
"9","Store A","Male",1006.8355828233
"10","Store A","Male",991.106622306889
"11","Store A","Male",1007.96006252226
"12","Store A","Male",994.629138207862
"13","Store A","Male",996.603343534108
"14","Store A","Male",979.776647335561
"15","Store A","Male",996.346180193066
"16","Store A","Male",1013.93411753244
"17","Store A","Male",985.478742064991
"18","Store A","Male",1000.95469645975
"19","Store A","Male",1002.97537091983
"20","Store A","Male",1002.25667839098
"21","Store A","Male",993.870547172565
"22","Store A","Male",995.679745432534
"23","Store A","Male",997.803428504349
"24","Store A","Male",997.672072764812
"25","Store A","Male",1002.6203583802
"26","Store A","Male",991.668210234435
"27","Store A","Male",981.267499620024
"28","Store A","Male",992.704622793525
"29","Store A","Male",999.382383524505
"30","Store A","Male",990.730974893514
"31","Store A","Male",1003.1886687086
"32","Store A","Male",990.2598819834
"33","Store A","Male",996.616203260863
"34","Store A","Male",981.849899541424
"35","Store A","Male",1009.00269649039
"36","Store A","Male",1001.87641081636
"37","Store A","Male",984.369333972739
"38","Store A","Male",998.47786568562
"39","Store A","Male",971.949359662232
"40","Store A","Male",988.496670494892
"41","Store A","Male",988.069742291907
"42","Store A","Male",996.191894358638
"43","Store A","Male",998.887260346855
"44","Store A","Male",1010.66922490189
"45","Store A","Male",987.956056394515
"46","Store A","Male",985.531187207663
"47","Store A","Male",999.003488510637
"48","Store A","Male",1002.58668707205
"49","Store A","Male",984.735769286875
"50","Store A","Male",1001.10069458662
"51","Store A","Female",1004.89650023305
"52","Store A","Female",980.831813329527
"53","Store A","Female",995.025966886333
"54","Store A","Female",993.921772384824
"55","Store A","Female",1006.26601026025
"56","Store A","Female",1012.21544966299
"57","Store A","Female",994.202904360092
"58","Store A","Female",980.796594808777
"59","Store A","Female",1001.02177376478
"60","Store A","Female",989.332273285445
"61","Store A","Female",1011.21309820017
"62","Store A","Female",1009.98825171054
"63","Store A","Female",992.022220011945
"64","Store A","Female",989.221215600774
"65","Store A","Female",996.971185148539
"66","Store A","Female",981.11939901136
"67","Store A","Female",993.657155588011
"68","Store A","Female",1016.49851372889
"69","Store A","Female",998.35929736044
"70","Store A","Female",1003.25446737949
"71","Store A","Female",1008.13936221151
"72","Store A","Female",1020.34036947381
"73","Store A","Female",994.465806965405
"74","Store A","Female",1007.12691602182
"75","Store A","Female",1002.79489167934
"76","Store A","Female",1002.28056276104
"77","Store A","Female",1002.1526516212
"78","Store A","Female",980.483400738942
"79","Store A","Female",998.016911672424
"80","Store A","Female",991.640181955086
"81","Store A","Female",1011.77808832084
"82","Store A","Female",997.360037892122
"83","Store A","Female",1009.98403760085
"84","Store A","Female",1016.60911285311
"85","Store A","Female",1000.06006201867
"86","Store A","Female",997.425549135252
"87","Store A","Female",999.05454117433
"88","Store A","Female",1010.6440262837
"89","Store A","Female",982.073950661606
"90","Store A","Female",995.13773451269
"91","Store A","Female",1000.18214886912
"92","Store A","Female",1004.54815083806
"93","Store A","Female",1001.08505229839
"94","Store A","Female",1018.71610888397
"95","Store A","Female",1004.40312872538
"96","Store A","Female",998.993170121685
"97","Store A","Female",995.829029563645
"98","Store A","Female",995.561833762975
"99","Store A","Female",1012.46435090602
"100","Store A","Female",1002.75678940838
"101","Store B","Male",1007.89605466256
"102","Store B","Male",982.865006654639
"103","Store B","Male",1018.39421809355
"104","Store B","Male",993.079238255775
"105","Store B","Male",998.223410775543
"106","Store B","Male",1001.8815487621
"107","Store B","Male",987.107565669756
"108","Store B","Male",983.501382083085
"109","Store B","Male",1001.95960894496
"110","Store B","Male",1002.88137312342
"111","Store B","Male",1003.55477609042
"112","Store B","Male",995.999901019
"113","Store B","Male",1004.95241195294
"114","Store B","Male",997.742626439076
"115","Store B","Male",995.036630728912
"116","Store B","Male",1004.42356952212
"117","Store B","Male",991.831242433054
"118","Store B","Male",1013.12426725352
"119","Store B","Male",983.480246912671
"120","Store B","Male",1011.68928134474
"121","Store B","Male",1001.06638190448
"122","Store B","Male",999.859342710729
"123","Store B","Male",1002.33853913091
"124","Store B","Male",991.289796669975
"125","Store B","Male",1019.60203910049
"126","Store B","Male",994.840366744363
"127","Store B","Male",1000.01366619563
"128","Store B","Male",992.33794551262
"129","Store B","Male",995.029029855257
"130","Store B","Male",1004.95500770922
"131","Store B","Male",985.554819480258
"132","Store B","Male",1015.99453879675
"133","Store B","Male",986.930013929916
"134","Store B","Male",995.253966253021
"135","Store B","Male",1007.42908295561
"136","Store B","Male",1001.55080042224
"137","Store B","Male",1007.07153712577
"138","Store B","Male",995.675310095072
"139","Store B","Male",999.481325197431
"140","Store B","Male",996.799575228473
"141","Store B","Male",1000.37297580662
"142","Store B","Male",1010.65811044046
"143","Store B","Male",996.57387032189
"144","Store B","Male",1002.88083321295
"145","Store B","Male",981.593005504618
"146","Store B","Male",1015.34134874455
"147","Store B","Male",999.301959450886
"148","Store B","Male",992.155615413239
"149","Store B","Male",1017.37866820108
"150","Store B","Male",973.850593996526
"151","Store B","Female",7028.51247366819
"152","Store B","Female",6990.40841948802
"153","Store B","Female",6997.92241493732
"154","Store B","Female",7009.87966234736
"155","Store B","Female",6992.13458807055
"156","Store B","Female",7006.98530197656
"157","Store B","Female",7005.45729153572
"158","Store B","Female",7007.85949108033
"159","Store B","Female",6996.07283430317
"160","Store B","Female",7032.54615902097
"161","Store B","Female",6997.49452881585
"162","Store B","Female",7007.61519242553
"163","Store B","Female",7008.62685827916
"164","Store B","Female",6998.54239829781
"165","Store B","Female",7000.6074119316
